=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Leather Cap] (female) Authors: Johannes Sjölund (wulax), Matthew Krohn (Makrohn), JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Leather Cap] (male) Authors: Johannes Sjölund (wulax), Matthew Krohn (Makrohn), JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Leather] (female) Authors: Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Leather] (female) Authors: Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Leather] (female) Authors: Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Leather] (male) Authors: Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Leather] (male) Authors: Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Leather] (male) Authors: Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Left Braid] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Left Braid] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Left Long Straight] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-long-hair
[Left Long Straight] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-long-hair
[Left Long Wavy] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-long-hair
[Left Long Wavy] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-long-hair
[Left XLong Bang] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Bang] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Braid] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Braid] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Curly] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Curly] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Wavy] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Left XLong Wavy] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Leggings 2] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-pants
[Leggings 2] (female) Authors: ElizaWy, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Leggings 2] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-pants
[Leggings 2] (male) Authors: ElizaWy, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Leggings] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | http://opengameart.org/content/sara-wizard ; https://opengameart.org/content/lpc-sara ; https://opengameart.org/content/lpc-expanded-pants
[Leggings] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-pants
[Leggings] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | http://opengameart.org/content/sara-wizard ; https://opengameart.org/content/lpc-sara ; https://opengameart.org/content/lpc-expanded-pants
[Leggings] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Mandi Paugh, William.Thompsonj, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-pants
[Legion Plumage] (female) Authors: bluecarrot16, Nila122, JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Legion Plumage] (male) Authors: bluecarrot16, Nila122, JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Legion skirt] (female) Authors: bluecarrot16, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; http://opengameart.org/content/lpc-clothing-updates
[Legion skirt] (male) Authors: bluecarrot16, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; http://opengameart.org/content/lpc-clothing-updates
[Legion] (female) Authors: bluecarrot16, Nila122, JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Legion] (female) Authors: JaidynReiman, bluecarrot16, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor
[Legion] (female) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor
[Legion] (male) Authors: bluecarrot16, Nila122, JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Legion] (male) Authors: JaidynReiman, bluecarrot16, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor
[Legion] (male) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-roman-armor
[Lizard female] (female) Authors: bluecarrot16, Benjamin K. Smith (BenCreating), Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-character-bases
[Lizard female] (male) Authors: bluecarrot16, Benjamin K. Smith (BenCreating), Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-character-bases
[Lizard male] (female) Authors: bluecarrot16, Benjamin K. Smith (BenCreating), Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-character-bases
[Lizard male] (male) Authors: bluecarrot16, Benjamin K. Smith (BenCreating), Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-character-bases
[Lizard Tail (Alt Colors)] (female) Authors: Nila122, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk
[Lizard Tail (Alt Colors)] (male) Authors: Nila122, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk
[Lizard tail] (female) Authors: Nila122, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk
[Lizard tail] (male) Authors: Nila122, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk
[Lizard Wings (Alt Colors)] (female) Authors: JaidynReiman, Nila122, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-wings-new-animations
[Lizard Wings (Alt Colors)] (male) Authors: JaidynReiman, Nila122, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-wings-new-animations
[Lizard Wings] (female) Authors: JaidynReiman, Nila122, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-wings-new-animations
[Lizard Wings] (male) Authors: JaidynReiman, Nila122, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/drakes-and-lizardfolk ; https://opengameart.org/content/lpc-wings-new-animations
[Lob] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Lob] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Long center part] (female) Authors: thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-straight-hair-with-12-colors ; https://opengameart.org/content/lpc-hair
[Long center part] (male) Authors: thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-straight-hair-with-12-colors ; https://opengameart.org/content/lpc-hair
[Long ears] (female) Authors: JaidynReiman, bluecarrot16, Nila122 | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-long-ears ; http://opengameart.org/content/lpc-clothing-updates
[Long ears] (male) Authors: JaidynReiman, bluecarrot16, Nila122 | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-long-ears ; http://opengameart.org/content/lpc-clothing-updates
[Long messy] (female) Authors: Mandi Paugh, bluecarrot16 | License: GPL 2.0, GPL 3.0, CC-BY 3.0 | https://opengameart.org/content/puck-overland ; https://opengameart.org/content/lpc-hair
[Long messy] (male) Authors: Mandi Paugh, bluecarrot16 | License: GPL 2.0, GPL 3.0, CC-BY 3.0 | https://opengameart.org/content/puck-overland ; https://opengameart.org/content/lpc-hair
[Long Pants] (female) Authors: ElizaWy, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Long Pants] (female) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Long Pants] (male) Authors: ElizaWy, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Long Pants] (male) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Long straight] (female) Authors: JaidynReiman, thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-straight-hair-with-12-colors ; https://opengameart.org/content/lpc-hair ; https://opengameart.org/content/lpc-expanded-hair
[Long straight] (male) Authors: JaidynReiman, thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-straight-hair-with-12-colors ; https://opengameart.org/content/lpc-hair ; https://opengameart.org/content/lpc-expanded-hair
[Long tied] (female) Authors: JaidynReiman, thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-tied-hair-with-12-colors ; https://opengameart.org/content/lpc-hair ; https://opengameart.org/content/lpc-expanded-hair
[Long tied] (male) Authors: JaidynReiman, thecilekli, bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-long-tied-hair-with-12-colors ; https://opengameart.org/content/lpc-hair ; https://opengameart.org/content/lpc-expanded-hair
[Long Topknot 2] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Long Topknot 2] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Long Topknot 2] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Long Topknot 2] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Long Topknot] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Long Topknot] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Long Topknot] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles
[Long Topknot] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Longsleeve 2 Buttoned] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Longsleeve 2 Buttoned] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
